num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
2,4,742.02,1,1,0,28730.32,1,0,603.3643827
2,3,776.74,1,1,1,28498.21,1,1,844.0376613
3,2,651.79,0,1,0,31858.78,0,1,510.4280629
2,6,824.89,1,1,1,22751.5,0,1,669.3708527
-1,2,638.39,0,1,0,26305.76,2,1,675.4832544
2,5,1076.14,0,1,1,34651.95,2,0,558.4210491
3,7,579.55,1,1,1,23892.45,0,0,457.7362956
2,4,777.33,0,1,0,20522.84,1,1,704.3168173
2,0,549.85,0,0,0,23928.25,2,1,611.2579713
1,6,764.09,1,0,1,18017.78,2,0,605.2541021
2,6,879.51,1,1,1,22013.63,0,0,422.5633362
2,6,671.88,0,0,1,14134.17,1,1,563.5413893
2,7,887.91,1,1,0,20988.27,0,1,724.8519505
3,4,699.8,0,1,1,12241.93,0,1,493.2565674
1,6,850.87,1,1,0,3776.08,0,1,652.293855
1,11,946.74,0,1,1,28819.03,2,1,730.0905088
3,7,549.72,0,1,1,41533.34,1,0,556.8264404
0,5,755.03,0,1,0,19693.19,1,0,261.9466408
2,6,828.63,1,1,1,10699.02,2,1,836.41467
1,5,323.95,0,1,0,26295.5,1,1,505.4436476
3,6,683.29,0,1,1,23182.8,1,0,507.9912064
2,5,557.23,0,0,0,19273.03,0,0,197.0671145
2,4,683.02,1,1,1,29193.07,1,0,606.133103
4,4,840.2,1,1,0,33580.57,0,1,653.2507522
1,8,970.75,0,1,0,32285.37,0,0,367.968041
3,2,929.79,1,0,1,24110.05,2,0,654.9929598
1,5,692.13,0,1,0,26348.19,2,0,490.1176933
1,1,878.83,0,1,0,34531.17,1,0,371.7114552
3,7,572.78,1,1,1,34099.98,1,0,513.9281277
2,4,840.06,0,1,1,20857.83,2,1,779.8590201
2,2,765.99,0,1,0,21128.67,2,0,470.4746362
2,6,627.91,1,1,1,21104.1,3,0,823.628494
3,6,884.14,1,1,1,25621.9,0,0,613.4892019
3,6,776.99,1,1,0,15962.89,1,0,517.2493253
2,8,567.36,1,1,1,12522.58,1,1,896.6508247
1,5,870.71,0,1,1,29910.62,3,1,812.1212149
2,4,1177.7,1,1,1,19366.43,3,1,984.2688434
1,5,950.5,0,1,1,15450.66,0,0,414.7156609
1,2,817.61,0,1,0,38734.51,1,1,622.0495954
1,7,658.86,0,1,1,35701.06,1,0,534.1766167
3,7,764.33,0,1,1,31872.19,2,0,570.4230146
3,2,1005.38,1,1,1,33346.93,1,1,754.6272794
1,3,968.28,0,1,0,32258.4,2,1,815.0588563
2,3,800.96,0,1,0,30971.97,2,0,455.3476047
2,3,564.17,1,1,1,16354.79,0,1,610.0848676
1,5,752.39,0,1,1,35560.75,1,1,589.4441598
2,4,771.59,0,1,1,25489.96,1,1,601.7710286
2,4,1069.32,0,1,0,12435.65,1,1,686.7638017
3,5,836.5,0,1,1,28629.77,2,1,862.2175725
3,5,934.82,0,1,0,24210.55,0,1,593.7690527
2,3,760.75,0,1,0,32129.77,3,0,545.6086013
1,7,665.07,0,1,0,42115.1,1,1,576.2863923
1,4,704.72,0,0,0,20191.55,1,1,500.8210966
4,-1,1058.32,1,0,0,17182.76,4,0,598.9381838
2,4,883.45,0,0,0,22813.35,2,0,372.4437758
1,6,626.75,0,1,0,31028.6,3,0,457.7769971
2,5,635.28,0,1,0,32315.58,1,1,567.3438377
1,5,574.3,0,1,0,11962.93,0,1,429.2638457
1,3,813.06,1,1,1,31780.33,2,1,908.841547
2,7,911.98,0,1,0,26336.01,2,1,794.8439016
2,4,880.15,0,1,0,22242.58,2,1,616.882502
2,7,931.86,0,1,0,24697.02,0,1,575.1968352
2,6,809.69,0,1,0,18617.69,1,0,311.4161298
2,3,786.46,0,1,0,31008.24,3,0,467.478603
-1,8,801.48,1,1,0,22003.44,2,1,960.3130864
1,4,748.04,1,1,1,16081.34,0,0,382.0630621
1,5,670.5,1,0,1,-1013.85,2,0,528.6530379
2,6,548.96,0,1,0,31400.35,2,0,485.7386496
2,5,569.94,0,0,1,19983.43,1,1,562.9551679
2,3,731.05,0,1,1,21571.95,1,0,479.555862
1,4,1035.94,1,1,0,38030.46,1,1,821.6955521
1,1,799.66,0,0,0,21299.68,1,0,277.1831966
2,5,843.85,0,1,0,19607.07,0,0,306.9960988
2,6,928.7,0,1,1,31689,1,1,792.8161884
2,9,856.5,0,1,0,18043.09,1,1,539.6381853
1,5,767.79,0,1,0,28953.16,0,0,183.4503234
2,7,996.66,1,1,0,30070.15,0,1,618.7511794
4,8,795.46,1,0,0,26405.81,1,1,769.1072468
4,9,678.47,0,0,0,30465.27,2,1,706.8992695
2,8,861.31,1,1,0,24174.71,1,0,640.1846499
3,5,819.68,1,0,0,10547.98,0,1,586.1330574
0,3,766.53,0,1,1,25372.96,1,0,300.4399838
4,2,834.13,1,1,0,32820.26,0,0,453.0959102
3,0,618.91,1,1,0,19943.2,0,1,709.0744227
1,4,942.95,0,0,0,23348.8,1,1,650.9153023
1,6,1002.71,0,1,1,26478.15,2,0,420.8366003
2,8,834.85,0,1,1,16956.43,0,0,302.893914
2,7,868.06,1,0,0,26477.51,0,1,551.787806
1,5,684.37,1,0,1,33920.09,0,1,570.8432625
1,4,691.12,1,1,0,47090.5,0,1,698.066295
4,4,801.12,0,1,0,11182.68,2,1,606.3941555
2,7,825.89,0,1,0,35389.76,0,1,535.0685342
0,5,606.3,1,1,1,23623.36,1,0,558.7426381
2,7,1046.44,0,1,1,28452.41,1,1,630.6312016
1,3,550.83,0,1,0,27439.6,2,1,586.4738462
2,2,670.35,0,1,1,16868.7,2,1,669.0412069
2,3,800.93,1,1,1,26743,0,1,746.518128
2,6,881.87,1,1,0,8927.86,0,1,720.1093318
3,5,772.83,0,1,1,31214.57,0,1,658.2630834
1,3,730.49,0,0,0,29719.32,1,1,549.545373
0,4,844.57,1,1,0,26500.91,1,1,880.8234158
4,2,737.62,1,1,1,35443.13,3,1,1018.807208
2,6,643.98,0,0,1,20385.97,0,1,457.5240621
1,5,587.1,0,0,1,12899.98,1,1,531.2852754
3,9,681.31,0,0,1,36553.92,1,0,363.393724
0,4,857.96,0,1,0,13955.21,0,0,300.1616797
3,6,792.56,0,1,0,23087.74,2,1,812.8427609
1,3,938.51,1,1,0,17284.03,2,0,495.1024651
3,6,865.67,0,1,1,35757.27,0,0,393.6225296
3,5,1087.35,0,1,0,38651.2,1,1,662.5452582
3,8,669.97,0,1,0,22952.21,1,1,553.4463821
1,5,635.28,0,1,1,21549.44,1,0,481.9255305
1,4,608.51,0,1,0,34811.43,2,1,776.9682302
2,9,937.63,0,1,1,10770.83,2,1,836.0758367
2,5,904.92,1,1,0,5801.91,0,1,710.6763872
1,7,788.73,0,1,1,15850.7,0,1,676.9253264
2,1,939.97,0,0,1,27136.17,1,0,387.3232973
1,6,895.91,0,0,0,18822.41,1,0,222.2247631
2,4,690.85,1,1,1,10227.04,0,1,813.9892299
1,5,888.32,0,1,1,36802.71,1,1,603.1229602
2,4,549.95,0,1,0,34362.91,1,1,605.9595005
0,5,1046.68,1,0,1,21197.44,1,1,801.7182161
4,4,869.29,0,1,0,7682.1,1,1,534.148012
3,3,927.71,0,1,1,28285.37,0,1,581.3758404
2,3,1102.5,0,1,1,20783.2,1,0,409.1240787
1,5,1031.06,1,1,0,38350.58,3,1,1066.594425
3,3,769.77,0,1,0,15884.25,2,0,536.8192042
1,5,658.94,0,1,1,28110.64,2,1,818.8201127
3,4,660.55,0,1,1,43636.94,0,1,616.4123284
2,7,664.49,1,1,0,33094.49,1,0,590.0817935
1,6,701.3,0,1,0,37684.67,0,0,250.9313184
2,5,963.07,0,1,0,44918.46,2,0,494.0189081
3,5,993.23,0,1,0,31536.8,1,1,752.0093749
2,7,974.28,1,0,1,9282.02,0,1,630.8952742
2,3,731.11,0,1,1,20693.18,0,0,245.2243408
4,1,862.33,0,1,0,20098.58,1,0,272.8650264
1,2,708.64,1,1,0,34663.71,1,0,562.0554916
1,5,612.54,0,0,1,20217.23,2,0,442.1168544
1,7,840.81,0,0,0,30684.89,0,0,226.4556426
1,2,680.57,1,1,1,4884.15,0,1,617.8314193
2,8,790.51,1,1,0,24854.53,1,1,905.4282995
0,6,979.89,1,1,0,14522.36,3,1,914.6161758
2,4,972.95,0,1,1,34625.01,3,1,829.2913526
3,2,676.98,0,1,0,22900.94,2,1,711.565416
2,3,581.22,0,1,0,29023.85,1,1,572.7088478
3,5,1166.71,1,1,1,13738.55,1,1,926.7304853
2,2,924.17,0,1,0,16058.13,0,0,279.7438394
2,4,996.35,1,1,1,37360.13,1,0,571.2180811
3,6,1097.89,0,1,1,22277.67,2,1,709.3098138
2,6,548.8,0,1,0,27080.23,2,0,543.9354184
3,7,981.26,0,1,1,-526.54,3,1,783.5255785
0,4,904.53,1,1,1,56531.08,0,0,583.2398175
2,4,835.05,1,1,1,-90.52,0,1,794.614
3,6,786.93,0,1,1,17196.35,0,1,568.6786069
0,4,1185.36,0,1,1,28864.24,0,1,662.1393949
2,4,534.15,1,1,0,24618.26,1,1,682.4090632
2,6,700.94,1,1,0,18591.7,0,1,679.1481048
2,6,662.82,0,1,1,20919.1,2,1,656.4575669
2,7,860.15,0,1,0,39465.64,2,0,509.0291588
4,7,709.59,0,1,1,18900.25,1,0,350.8113244
0,9,843.85,0,0,1,22729.18,1,1,577.2556066
1,6,948.47,0,1,0,25758.26,2,0,474.1761551
2,6,750.79,0,1,1,22787.4,3,1,888.2096974
3,3,571.3,0,1,0,27899.3,0,0,294.6957175
3,5,942.5,1,0,1,15292,0,0,400.7263335
2,1,560.7,1,1,0,26586.82,1,0,456.862551
1,6,701.89,0,1,1,32896.78,0,0,366.0123683
3,5,1074.9,0,0,1,26420.49,1,0,309.3080252
1,7,892.85,0,1,1,15912.6,1,0,373.8729471
1,8,848.04,0,1,1,18347.8,1,1,696.6311855
2,4,749.44,0,1,1,21510.21,2,0,483.1073489
3,7,754.59,1,1,0,30996,1,0,522.8448179
1,4,821.37,0,0,1,14991.02,0,1,463.5323308
3,7,916.95,0,1,1,19975.74,2,1,782.7341353
2,6,898.26,1,1,1,15825.46,0,0,524.5383396
2,5,593.12,1,1,1,25339.76,1,1,780.9526325
3,2,752.36,0,1,1,9371.77,3,0,609.0749818
1,3,757.73,1,1,0,22432.58,2,1,915.4694544
4,8,635.78,0,1,1,24609.66,0,0,432.3340355
3,6,676.79,0,0,1,21962.35,1,1,583.2890522
3,7,827.01,0,1,1,26537.74,0,0,432.2673572
2,7,606.43,1,1,0,16225.94,2,1,850.4622698
0,1,557.07,1,1,1,7525.82,1,1,800.1079434
1,4,942.08,0,1,1,27218.13,1,1,616.0944936
1,6,833.6,0,1,0,28663.06,0,1,547.9316486
2,8,813.67,1,1,1,15648.87,2,0,621.6985441
2,6,361.13,0,0,1,28218.63,1,0,441.8739292
2,5,711.94,0,1,1,19210.78,1,0,418.5082516
1,7,696.3,0,1,0,30768.18,1,1,532.4827927
2,6,599.88,0,1,1,24223.48,0,1,494.1409317
1,7,661.46,0,1,1,31908.08,1,0,444.270298
3,6,704.81,0,1,0,20227.31,0,0,189.435056
2,4,828.85,0,1,0,-1048.77,2,0,382.6288977
2,7,915.66,0,1,0,8824.44,0,1,436.7547868
0,4,906.78,0,1,0,24609.42,2,1,793.7354241
3,4,916.19,1,1,0,19258.73,2,1,971.6818099
3,8,631.54,0,1,1,12107.02,1,1,756.0872302
1,4,802.95,0,1,0,47110.28,1,0,410.3066595
2,1,597.39,1,1,0,20184.42,1,1,769.0576612
3,9,744.67,1,1,1,26095.19,1,1,788.4536996
0,2,840.99,1,1,1,26297.68,2,0,663.8351392
1,6,1066.39,1,0,1,47483.47,1,1,748.8090585
3,5,820.39,0,1,1,9501.99,2,1,787.2543942
3,7,824.91,1,0,0,20618.16,3,1,931.0142392
0,2,702.84,0,0,1,23958.43,0,1,475.0254414
2,2,653.43,1,0,1,25127.72,1,1,769.0218418
2,5,663.28,0,1,1,32704.18,1,1,650.4666246
0,5,780.22,0,1,1,14164.11,2,1,818.3629448
2,6,911.58,1,0,1,36316.9,1,0,475.0777396
2,5,244.4,1,0,1,39823.7,2,1,858.6716877
2,5,674.53,0,1,0,16451.23,0,0,163.3647714
3,5,1019.52,1,1,1,21532.89,1,1,760.5243042
1,1,515.34,0,1,1,11753.98,0,1,460.1106084
1,5,584.85,0,0,0,2108.61,0,1,440.8124498
4,7,900.39,1,1,0,22294.67,1,1,883.6118169
4,6,829.15,1,1,0,18777.36,2,1,833.1895497
2,4,814.28,0,1,0,34929.14,1,0,418.7832479
1,8,895.34,1,1,0,36314.02,1,0,532.7216015
2,6,911.72,1,1,1,24762.94,0,1,845.9697556
4,7,770.68,1,0,0,24871.18,0,1,714.209685
1,3,824.05,0,1,0,38321.36,3,1,784.1259379
5,3,750.58,0,0,0,13397.44,0,1,439.5910043
1,9,835.59,0,1,0,44083.19,0,1,580.1261035
1,2,791.78,1,1,0,27267.91,2,1,882.6201297
3,5,879.29,1,1,0,24582.51,3,0,748.8892048
0,4,1116.41,0,1,1,19658.51,3,0,585.5771094
2,3,698.84,0,0,0,26577.03,1,1,442.226251
2,5,842.02,0,1,1,36015.54,2,1,837.8105896
2,6,787.1,0,1,1,29109.56,4,0,803.503396
4,3,720.31,1,0,1,22691.55,2,1,849.2852361
3,5,773.66,1,0,1,35807.59,0,1,770.5384418
2,2,1075.89,0,0,1,16451.71,0,0,357.7844607
2,4,772.33,0,0,0,31731.94,2,1,531.610463
2,5,662.58,0,1,1,22932.87,1,1,783.0543301
1,8,843.47,1,1,1,33015.78,0,1,770.5757588
3,6,551.32,0,1,0,40545.49,1,0,371.2366143
1,5,831.82,1,1,1,28563.2,0,0,471.8930473
1,4,870.57,0,1,0,10237.39,1,1,516.0465127
2,7,786.06,0,1,0,35869.9,2,1,656.3058064
2,9,759.64,1,1,1,19296.1,1,0,635.9161227
2,6,520.46,0,1,0,38685.23,3,1,878.2533167
2,7,811.63,0,1,1,47453.09,2,1,700.2187487
2,5,974.83,1,1,0,18894.52,2,1,976.3125412
1,5,836.06,1,0,0,24032.65,0,0,253.1077251
1,5,812.24,1,1,1,19179.15,0,1,795.716107
1,8,1055.17,1,1,0,15189.3,1,0,540.8191009
3,11,555.62,0,0,1,52765.1,0,1,481.3082327
2,10,1064.73,0,1,1,27339.04,1,0,455.7820163
2,5,771.82,0,1,1,26668.29,2,1,879.250475
1,6,801.99,0,1,1,22542.9,1,0,325.9106886
3,6,730.36,0,1,1,19302.3,1,1,744.2576233
2,6,753.22,1,1,0,15696.01,0,1,600.6084664
1,4,877.23,0,1,1,33337.88,1,1,701.0286772
4,5,762.6,0,0,1,12326.43,0,0,337.6202412
2,5,778.5,0,1,0,26252.68,2,0,492.8836598
3,7,725.84,0,1,1,18666,2,0,497.5142581
2,1,661.54,1,1,1,40260.49,0,1,747.1459665
2,4,504.24,0,1,0,25193.6,1,0,264.9235721
2,4,825.94,1,0,1,27846.65,2,0,492.5951271
1,3,634.29,1,1,0,38155.18,0,1,612.9389668
2,2,736.14,1,1,1,36618.88,0,0,516.7114435
3,1,851.93,0,0,0,16419.26,1,1,567.0406852
1,7,528.29,1,1,1,34288.53,0,1,763.6057424
2,4,586.48,0,1,1,28153,0,1,620.7240903
0,6,620.29,1,0,0,31055.69,1,1,747.975083
1,8,957.95,0,1,0,34888,2,1,795.4947438
2,5,583.22,1,1,0,19597.04,1,0,609.8191917
3,7,729.7,1,1,0,29004.38,0,1,668.9365583
2,10,606.2,1,1,1,31577.13,1,0,540.1462009
3,7,601.03,0,1,1,23941.9,1,1,709.0986932
1,7,935.01,0,1,1,27243.07,2,0,599.035737
2,8,652.2,1,0,0,10756.64,3,0,530.3150711
3,4,743.58,0,1,1,17822.06,0,1,503.9412205
1,6,889.06,0,1,1,-1576.44,1,0,308.8392937
4,6,681.32,1,1,0,13481.07,1,1,875.3330171
0,6,949.59,0,0,0,5200.62,3,0,509.1269886
2,7,509.38,0,1,0,46025.99,0,1,654.935881
2,6,888.47,1,1,0,27854.32,2,0,592.0069616
2,9,747.74,0,1,0,21937.54,2,0,372.4623946
2,7,770.67,0,1,0,19771.94,3,1,727.699264
3,5,634.83,1,1,1,16128.76,3,0,773.7381173
2,8,605.21,0,0,1,34695.89,2,1,680.9557555
3,4,695.24,0,1,0,26862.82,0,1,598.5220013
1,2,694.55,0,1,1,8498.6,1,1,749.7065498
3,5,798.92,1,1,1,20900.09,2,1,844.2098201
1,5,595.7,1,0,0,18885.43,1,1,705.26141
2,7,957.28,1,1,0,18063.68,0,0,356.9823471
3,5,845.62,1,0,1,28938.08,1,0,464.2619137
4,8,765.55,0,1,1,17127.48,0,1,664.0208157
2,3,1063.48,0,1,0,20030.28,1,1,658.96488
1,6,950.08,0,1,1,19782.36,2,0,531.746352
1,4,733.47,0,1,0,29943.51,2,1,616.2416058
1,5,889.54,0,1,1,8708.73,2,0,388.581916
2,6,931.66,1,0,1,22386.93,1,0,618.0101314
1,9,879.67,0,1,0,34346.14,1,0,329.5749611
1,2,768.1,0,0,0,14810.27,2,1,658.1067631
3,6,891.78,1,1,0,32648.4,1,0,506.4166424
2,5,742.32,1,1,1,30714.7,1,1,904.6661343
1,1,965.07,0,1,1,25904.59,2,0,396.6605482
0,6,686.45,1,1,0,46078.72,1,0,645.2169791
1,5,961.91,1,1,0,27755.02,0,0,462.4141799
2,5,1069.87,1,1,1,25057.67,0,1,748.3173904
3,8,867.34,1,1,1,28403.65,1,0,541.3948634
3,5,686.58,0,1,0,44804.64,0,0,211.2372842
2,4,1015.45,0,1,0,24516.2,1,1,568.6443874
1,2,669.69,1,1,1,24973.46,0,0,360.5414968
2,3,626.42,1,1,1,19085.43,0,1,717.4590393
1,3,1072,1,1,1,10174.71,0,1,810.7030552
2,4,865.04,1,1,1,18391.27,0,1,687.2943681
1,4,688.98,0,1,1,36571.26,2,1,829.9556872
1,5,785.52,0,1,1,17110.12,0,1,620.1852373
2,0,797.67,1,1,1,19047.93,2,0,738.1287339
4,4,846.15,0,1,0,35945.14,0,1,483.5747113
2,4,773.2,0,1,0,34162.2,1,1,683.0314774
2,9,998.93,0,1,1,34392.57,0,1,567.5890889
4,5,868.58,0,1,0,6788.84,2,0,385.8379213
2,7,751.99,0,1,1,13348.51,1,0,356.8761726
2,2,666.58,1,1,1,27716.53,1,0,530.3579115
2,5,901.61,1,1,1,30061.2,1,1,920.8554234
2,4,902.76,0,1,0,14608.19,1,1,589.4088653
2,2,796.83,0,0,1,13898.86,0,1,596.4693406
3,5,642.72,0,1,0,25405.56,0,0,177.9914984
2,4,832.37,0,1,1,6343.89,2,0,529.5110533
2,5,988.29,1,1,1,41764.78,2,1,1053.388332
1,6,682.29,1,1,1,23078.73,0,0,498.0954245
2,4,838.84,1,1,1,38464.04,3,1,1022.602211
1,5,890.73,0,1,1,30770.24,3,1,805.6731421
2,2,752.77,0,1,1,21188.82,0,0,319.4338803
3,4,748.97,0,0,0,31973.67,2,1,579.2376011
1,9,572.76,1,1,1,35408.69,3,1,992.3211182
2,4,936.44,1,1,0,6757.32,3,1,1002.382506
2,5,943.71,0,0,0,26873.88,2,0,286.6848998
0,5,868.52,0,1,1,17440.95,0,0,228.9513502
2,4,885.58,0,0,0,34893.47,1,0,286.5175008
1,3,519.84,0,1,1,20211.03,0,0,313.3258246
2,3,958.46,0,1,1,28827.97,2,1,879.0225319
1,6,699.62,1,1,1,31778.47,0,1,684.8009986
3,6,709.33,0,1,0,18368.07,0,0,357.9913013
2,1,835.9,0,1,1,24741.96,0,0,348.9191531
0,5,669.56,0,0,1,29937.32,1,0,417.4897091
1,7,1090.44,0,0,0,32838.33,1,1,686.8929503
1,8,535.6,1,1,1,30021.33,0,0,583.1157672
3,7,771.06,1,1,1,19482.65,0,0,475.4273047
2,4,1147.92,0,1,0,17006.08,1,1,592.7914215
2,7,938.86,1,1,0,16126.88,2,1,952.3731744
2,5,947.73,0,1,0,31293.59,1,0,370.0732256
3,6,848.71,0,1,0,12959.34,0,1,434.7184162
3,6,958.96,0,1,0,19078.68,2,1,641.4128171
2,4,687.94,0,1,1,24203.05,1,0,400.5461624
3,5,811.93,0,1,1,38603.17,0,0,294.0904538
1,3,988.94,0,1,1,15642.66,1,1,586.9327672
2,3,703.79,0,1,0,42236.78,0,1,437.3865138
4,3,534.57,1,1,1,23102.74,2,0,704.0986425
3,4,878.4,0,1,0,25774.32,1,1,602.1315135
1,2,795.15,0,1,1,26411.26,1,1,752.286137
3,6,693.03,1,1,1,28093.23,2,1,934.077732
2,1,984.8,0,1,0,24249.31,2,1,687.4601268
0,5,591.87,0,1,1,20541.51,1,1,599.3302284
0,6,803.83,0,1,0,25585.89,2,1,606.2907617
4,5,627.4,1,1,1,23288.42,1,1,738.9335159
4,5,695.95,1,1,1,19703.61,2,1,961.7419174
0,3,698.83,0,0,0,13817.63,0,0,97.54415048
2,4,1106.99,0,1,0,10691.95,1,1,587.9219078
